ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_intent,loan_percent_income,person_education,person_emp_exp,person_gender,person_home_ownership,person_income,loan_status
41071,10,661,6.62,EDUCATION,0.17,Master,11,male,OWN,72713,0
41072,3,602,6.95,HOMEIMPROVEMENT,0.23,Bachelor,3,male,RENT,21512,1
41073,2,628,15.65,EDUCATION,0.31,High School,0,female,MORTGAGE,81207,0
41074,10,672,11.61,MEDICAL,0.23,Master,8,male,MORTGAGE,105425,0
41075,4,625,8.89,EDUCATION,0.05,Bachelor,2,male,RENT,78715,0
41076,8,684,15.37,MEDICAL,0.13,Associate,8,male,MORTGAGE,114410,1
41077,13,716,13.98,VENTURE,0.08,High School,20,female,OWN,58971,0
41078,3,668,13.11,EDUCATION,0.16,Bachelor,2,male,MORTGAGE,72979,0
41079,8,630,9.8,HOMEIMPROVEMENT,0.2,Bachelor,10,male,MORTGAGE,97947,0
41080,5,581,14.33,PERSONAL,0.09,High School,3,male,MORTGAGE,84980,0
41081,5,682,7.64,MEDICAL,0.08,Master,4,male,RENT,42998,0
41082,10,690,6.99,HOMEIMPROVEMENT,0.2,Bachelor,10,female,MORTGAGE,74589,0
41083,8,672,8.73,VENTURE,0.14,Bachelor,13,male,RENT,141458,0
41084,3,636,10.38,PERSONAL,0.3,Associate,4,female,RENT,55768,1
41085,5,626,11.01,EDUCATION,0.05,Associate,8,male,RENT,77982,1
41086,3,705,13.49,DEBTCONSOLIDATION,0.16,Bachelor,3,female,RENT,36769,0
41087,4,605,7.79,DEBTCONSOLIDATION,0.21,High School,1,male,MORTGAGE,51231,0
41088,6,534,9.88,VENTURE,0.34,High School,11,male,MORTGAGE,48930,0
41089,14,657,14.6,EDUCATION,0.26,High School,14,male,RENT,46089,1
41090,16,575,18.43,EDUCATION,0.1,High School,15,male,OWN,102770,0
41091,4,529,13.34,PERSONAL,0.09,Associate,0,male,RENT,54964,0
41092,3,662,14.75,HOMEIMPROVEMENT,0.18,High School,1,male,MORTGAGE,83773,1
41093,3,653,7.66,HOMEIMPROVEMENT,0.11,Master,0,male,RENT,126865,0
41094,3,606,12.87,MEDICAL,0.12,High School,3,male,RENT,203368,0
41095,4,675,10.92,DEBTCONSOLIDATION,0.06,Bachelor,0,female,RENT,69341,1
41096,9,637,10.75,PERSONAL,0.04,Bachelor,7,female,MORTGAGE,91063,0
41097,3,524,12.02,EDUCATION,0.06,Associate,0,female,RENT,79099,0
41098,9,591,14.09,HOMEIMPROVEMENT,0.07,Bachelor,8,female,MORTGAGE,116449,0
41099,3,666,13.49,PERSONAL,0.06,Associate,1,male,RENT,79255,0
41100,4,579,9.63,MEDICAL,0.16,High School,0,female,MORTGAGE,61903,0
41101,4,615,16.29,MEDICAL,0.16,High School,1,male,RENT,51033,1
41102,4,537,11.36,EDUCATION,0.26,High School,0,female,RENT,85089,1
41103,3,604,5.79,PERSONAL,0.22,Associate,6,female,RENT,40006,0
41104,7,589,8.59,VENTURE,0.08,Bachelor,13,female,OWN,120825,0
41105,4,590,7.9,MEDICAL,0.1,Bachelor,0,female,MORTGAGE,72804,0
41106,5,682,13.8,VENTURE,0.1,Associate,5,female,RENT,15656,0
41107,4,597,6.65,PERSONAL,0.19,High School,1,female,MORTGAGE,96989,0
41108,9,653,15.99,PERSONAL,0.1,High School,6,male,MORTGAGE,60885,0
41109,8,653,11.86,MEDICAL,0.05,Bachelor,4,male,MORTGAGE,70530,0
41110,8,645,9.72,EDUCATION,0.03,Master,3,male,MORTGAGE,100976,0
41111,4,564,15.65,MEDICAL,0.19,Bachelor,3,female,RENT,53862,1
41112,6,667,11.79,VENTURE,0.07,Associate,3,female,MORTGAGE,105557,0
41113,7,665,13.24,PERSONAL,0.28,Bachelor,8,female,RENT,53981,1
41114,3,596,13.49,HOMEIMPROVEMENT,0.22,Associate,4,female,OWN,80365,0
41115,7,460,7.49,MEDICAL,0.11,Bachelor,7,male,MORTGAGE,65817,1
41116,13,695,8.03,DEBTCONSOLIDATION,0.14,Bachelor,11,female,RENT,56239,0
41117,3,681,6.03,EDUCATION,0.02,Associate,1,female,MORTGAGE,73043,0
41118,3,652,12.87,MEDICAL,0.11,Bachelor,0,male,RENT,42780,0
41119,13,695,6.39,VENTURE,0.01,High School,15,male,OWN,224131,0
41120,10,603,6.92,MEDICAL,0.05,Bachelor,3,male,MORTGAGE,79095,0
41121,2,667,11.01,EDUCATION,0.34,High School,0,male,MORTGAGE,49894,0
41122,7,625,7.51,EDUCATION,0.16,High School,3,female,MORTGAGE,139043,0
41123,8,669,5.99,DEBTCONSOLIDATION,0.06,Master,8,female,MORTGAGE,76600,0
41124,10,689,8.94,PERSONAL,0.02,Bachelor,10,female,MORTGAGE,89747,0
41125,3,685,11.01,PERSONAL,0.15,Associate,1,male,RENT,75908,0
41126,9,548,14.79,MEDICAL,0.19,Master,1,male,RENT,42988,0
41127,3,656,10.59,MEDICAL,0.04,Associate,0,female,RENT,67633,0
41128,3,601,8.9,PERSONAL,0.23,High School,2,female,RENT,52241,0
41129,3,680,6.76,VENTURE,0.09,Bachelor,2,male,MORTGAGE,55342,0
41130,6,665,12.9,MEDICAL,0.1,High School,0,female,MORTGAGE,85392,0
41131,5,652,15.45,HOMEIMPROVEMENT,0.17,Associate,12,male,RENT,59735,1
41132,9,712,13.16,MEDICAL,0.1,Bachelor,7,female,RENT,57766,0
41133,7,620,10.75,PERSONAL,0.02,Bachelor,8,female,RENT,96555,0
41134,4,631,13.49,DEBTCONSOLIDATION,0.3,Associate,2,male,RENT,58463,1
41135,12,651,8.94,MEDICAL,0.17,Associate,9,male,RENT,92453,0
41136,3,680,14.96,EDUCATION,0.13,High School,6,female,RENT,37917,0
41137,3,669,10.37,EDUCATION,0.12,Bachelor,1,male,RENT,137594,0
41138,15,707,15.14,PERSONAL,0.15,High School,16,male,RENT,66466,1
41139,3,576,12.65,VENTURE,0.13,Associate,2,male,RENT,31516,0
41140,7,622,11.01,EDUCATION,0.22,Master,6,male,MORTGAGE,127309,0
41141,6,716,11.03,VENTURE,0.07,Associate,9,male,MORTGAGE,64879,0
41142,3,629,7.29,EDUCATION,0.09,High School,2,male,RENT,64497,0
41143,9,518,13.47,VENTURE,0.09,High School,5,male,MORTGAGE,168049,0
41144,3,667,8.38,HOMEIMPROVEMENT,0.04,Associate,0,male,MORTGAGE,127877,0
41145,10,642,15.2,MEDICAL,0.1,Associate,7,male,MORTGAGE,87382,0
41146,9,676,11.01,PERSONAL,0.13,Master,7,female,MORTGAGE,74851,0
41147,25,628,13.82,EDUCATION,0.24,Bachelor,44,female,RENT,45496,0
41148,16,673,12.29,VENTURE,0.14,Associate,14,male,RENT,41648,0
41149,3,618,14.46,HOMEIMPROVEMENT,0.35,Associate,0,male,RENT,51764,1
41150,6,686,18.25,EDUCATION,0.19,Master,9,male,RENT,181289,1
41151,3,717,7.51,HOMEIMPROVEMENT,0.17,Bachelor,4,male,RENT,69267,0
41152,10,545,16.29,VENTURE,0.26,High School,8,male,RENT,90777,1
41153,4,631,16.29,MEDICAL,0.11,Associate,4,female,RENT,35912,1
41154,3,556,14.35,MEDICAL,0.04,High School,2,male,MORTGAGE,82104,0
41155,4,596,13.15,EDUCATION,0.09,Associate,0,male,RENT,55210,0
41156,6,607,11.01,EDUCATION,0.21,Master,14,female,RENT,37247,0
41157,4,608,14.3,VENTURE,0.21,Associate,2,female,RENT,96969,0
41158,10,679,11.01,MEDICAL,0.14,Associate,6,female,RENT,57661,0
41159,11,643,14.89,EDUCATION,0.07,Bachelor,6,male,RENT,124837,1
41160,3,633,6.62,VENTURE,0.18,High School,3,female,MORTGAGE,36849,0
41161,2,660,11.01,VENTURE,0.21,Bachelor,3,male,RENT,25864,0
41162,2,679,6.17,VENTURE,0.12,Bachelor,2,female,RENT,72690,0
41163,17,664,18.62,EDUCATION,0.24,Associate,19,female,RENT,63307,1
41164,2,588,10.92,PERSONAL,0.08,High School,0,male,OWN,36627,0
41165,16,635,12.08,VENTURE,0.19,High School,19,male,RENT,38032,0
41166,4,598,13.98,EDUCATION,0.23,Associate,2,male,RENT,37232,0
41167,4,637,6.39,MEDICAL,0.04,Master,4,male,RENT,67067,0
41168,4,643,8.49,MEDICAL,0.07,High School,1,male,RENT,72617,0
41169,3,580,7.49,VENTURE,0.03,High School,2,female,MORTGAGE,162955,0
41170,16,507,13.79,MEDICAL,0.2,Associate,20,male,RENT,50316,0
41171,3,566,6.92,MEDICAL,0.07,Associate,1,female,RENT,108931,0
41172,2,676,11.01,MEDICAL,0.09,Bachelor,0,female,RENT,34317,0
41173,4,654,7.49,EDUCATION,0.05,Bachelor,1,male,MORTGAGE,130582,0
41174,9,627,14.59,PERSONAL,0.16,Associate,6,female,RENT,25010,0
41175,6,637,14.27,HOMEIMPROVEMENT,0.14,Associate,5,female,RENT,85081,0
41176,4,660,7.43,EDUCATION,0.08,Bachelor,6,female,RENT,43298,0
41177,5,625,12.21,VENTURE,0.11,High School,7,female,MORTGAGE,86775,0
41178,3,678,7.23,MEDICAL,0.03,High School,4,male,RENT,73937,0
41179,7,605,8.41,EDUCATION,0.24,Associate,0,female,RENT,82592,0
41180,15,640,9.76,EDUCATION,0.06,Master,13,male,RENT,44353,0
41181,2,642,13.06,HOMEIMPROVEMENT,0.18,Associate,4,male,RENT,36878,1
41182,6,666,11.31,DEBTCONSOLIDATION,0.52,Doctorate,4,male,MORTGAGE,48128,0
41183,5,685,8.59,HOMEIMPROVEMENT,0.17,Associate,16,female,RENT,82645,0
41184,4,715,11.12,MEDICAL,0.14,Master,0,female,MORTGAGE,72934,0
41185,4,520,12.34,EDUCATION,0.19,Associate,1,male,MORTGAGE,84879,0
41186,2,610,14.42,MEDICAL,0.09,Bachelor,4,female,MORTGAGE,67375,1
41187,2,641,11.13,VENTURE,0.3,Bachelor,3,female,RENT,65778,1
41188,17,536,8,PERSONAL,0.02,Associate,19,male,RENT,76680,0
41189,3,651,6.03,EDUCATION,0.08,Associate,1,male,RENT,68381,0
41190,5,674,13.11,PERSONAL,0.1,High School,9,female,MORTGAGE,72817,0
41191,4,571,12.75,VENTURE,0.09,Bachelor,7,male,RENT,35428,0
41192,4,673,14.11,PERSONAL,0.17,Master,6,female,RENT,35656,1
41193,3,683,7.88,DEBTCONSOLIDATION,0.09,Bachelor,2,male,MORTGAGE,87488,0
41194,2,588,16,VENTURE,0.13,Associate,0,female,RENT,25179,1
41195,3,641,13.65,EDUCATION,0.32,Bachelor,0,female,RENT,37220,1
41196,10,584,12.21,HOMEIMPROVEMENT,0.37,High School,5,female,RENT,19069,1
41197,3,637,12.54,PERSONAL,0.07,Associate,4,female,RENT,95927,0
41198,7,623,7.14,PERSONAL,0.05,High School,8,female,MORTGAGE,93265,0
41199,2,674,12.69,EDUCATION,0.22,Master,0,male,RENT,36987,1
41200,14,596,15.27,DEBTCONSOLIDATION,0.08,Bachelor,16,female,RENT,73264,0
41201,3,605,18.39,HOMEIMPROVEMENT,0.02,Master,4,male,MORTGAGE,61765,0
41202,13,679,6.62,EDUCATION,0.11,Master,14,female,MORTGAGE,109029,0
41203,10,631,13.43,HOMEIMPROVEMENT,0.3,Bachelor,6,male,MORTGAGE,58539,0
41204,10,671,11.7,MEDICAL,0.17,Master,6,female,RENT,58806,0
41205,3,604,12.84,PERSONAL,0.03,High School,0,male,RENT,29716,0
41206,4,636,10.65,EDUCATION,0.15,High School,0,male,OWN,33086,0
41207,8,679,11.83,MEDICAL,0.1,High School,2,male,OWN,229359,0
41208,10,615,14.59,EDUCATION,0.23,Master,8,female,RENT,56404,0
41209,9,607,10.99,DEBTCONSOLIDATION,0.11,Bachelor,4,male,MORTGAGE,87477,0
41210,27,734,11.01,PERSONAL,0.16,High School,43,male,RENT,193233,0
41211,6,627,8.59,MEDICAL,0.12,Master,9,female,MORTGAGE,68202,0
41212,17,691,7.51,EDUCATION,0.02,Bachelor,23,male,MORTGAGE,44165,0
41213,5,652,14.96,DEBTCONSOLIDATION,0.21,High School,10,male,RENT,40171,1
41214,2,648,6.92,EDUCATION,0.08,Master,2,male,RENT,111345,0
41215,16,722,6.62,PERSONAL,0.13,Doctorate,22,male,MORTGAGE,120705,0
41216,6,655,13.26,DEBTCONSOLIDATION,0.33,Bachelor,2,male,RENT,55430,1
41217,6,586,11.01,VENTURE,0.09,Associate,10,female,MORTGAGE,216931,0
41218,5,713,11.26,EDUCATION,0.14,Master,14,male,RENT,75726,0
41219,3,641,11.55,EDUCATION,0.14,Master,0,male,RENT,48849,0
41220,4,536,11.49,EDUCATION,0.08,Master,0,female,RENT,72901,0
41221,4,520,9.74,DEBTCONSOLIDATION,0.17,High School,5,male,RENT,63254,0
41222,8,635,20,VENTURE,0.17,High School,11,male,RENT,90959,0
41223,3,598,15.65,EDUCATION,0.37,Associate,2,male,RENT,67212,1
41224,2,589,16.7,VENTURE,0.09,High School,2,male,MORTGAGE,111322,0
41225,2,667,5.42,MEDICAL,0.04,Bachelor,0,male,MORTGAGE,157069,0
41226,7,670,8.24,VENTURE,0.3,Bachelor,1,male,OWN,40646,0
41227,3,677,15.89,PERSONAL,0.27,Bachelor,0,female,RENT,94023,1
41228,2,638,8.59,MEDICAL,0.08,Bachelor,2,male,RENT,123577,0
41229,7,644,12.23,HOMEIMPROVEMENT,0.21,Associate,14,male,RENT,47222,1
41230,6,540,12.42,EDUCATION,0.23,Associate,4,male,RENT,26077,0
41231,2,637,11.01,DEBTCONSOLIDATION,0.1,Bachelor,0,male,RENT,50381,0
41232,8,612,14.59,PERSONAL,0.05,Bachelor,0,female,RENT,59684,0
41233,4,694,10.74,VENTURE,0.27,Bachelor,1,male,MORTGAGE,44364,0
41234,4,695,12.43,VENTURE,0.3,Bachelor,1,female,RENT,61014,1
41235,13,593,5.42,VENTURE,0.05,Associate,19,female,MORTGAGE,102699,0
41236,3,602,16.35,HOMEIMPROVEMENT,0.05,Master,5,male,RENT,100901,0
41237,2,573,8.49,DEBTCONSOLIDATION,0.17,Associate,0,male,MORTGAGE,35640,0
41238,4,690,15.28,MEDICAL,0.38,Associate,3,female,RENT,44058,1
41239,2,706,11.86,PERSONAL,0.13,Associate,0,male,RENT,22402,1
41240,6,608,10.05,EDUCATION,0.09,Associate,3,female,RENT,100241,0
41241,4,553,14.22,EDUCATION,0.07,Associate,3,female,RENT,145731,0
41242,7,532,10.19,DEBTCONSOLIDATION,0.27,Bachelor,5,female,RENT,37042,1
41243,10,562,8.29,DEBTCONSOLIDATION,0.02,High School,5,male,MORTGAGE,232536,0
41244,9,658,10.99,MEDICAL,0.03,Associate,14,male,MORTGAGE,119858,0
41245,8,615,7.49,HOMEIMPROVEMENT,0.06,Master,7,male,MORTGAGE,44390,0
41246,4,675,9.2,EDUCATION,0.19,Bachelor,0,male,RENT,43185,0
41247,2,655,11.49,VENTURE,0.18,Associate,1,male,RENT,67919,0
41248,4,637,11.95,VENTURE,0.11,Associate,0,male,MORTGAGE,79167,0
41249,13,588,7.14,DEBTCONSOLIDATION,0.11,High School,16,female,MORTGAGE,87201,0
41250,9,598,13.99,DEBTCONSOLIDATION,0.05,Bachelor,13,male,MORTGAGE,79135,0
41251,10,555,10.99,DEBTCONSOLIDATION,0.07,High School,6,female,RENT,44470,0
41252,6,693,11.58,PERSONAL,0.05,Bachelor,4,female,RENT,54284,0
41253,4,671,8.94,EDUCATION,0.32,High School,2,female,MORTGAGE,37168,0
41254,6,670,11.01,PERSONAL,0.18,Associate,8,female,RENT,49886,0
41255,5,574,11.48,VENTURE,0.14,Associate,6,female,RENT,70914,0
41256,4,631,6.75,EDUCATION,0.1,Master,0,male,RENT,73024,0
41257,8,633,6.39,PERSONAL,0.04,Bachelor,4,male,MORTGAGE,84906,0
41258,17,713,10,MEDICAL,0.15,High School,14,male,RENT,27364,0
41259,2,580,11.01,EDUCATION,0.08,Bachelor,1,male,RENT,69127,0
41260,3,640,7.88,DEBTCONSOLIDATION,0.16,High School,2,male,MORTGAGE,94772,0
41261,7,658,10.92,DEBTCONSOLIDATION,0.24,Bachelor,4,female,RENT,49048,0
41262,2,537,5.99,PERSONAL,0.03,High School,0,female,MORTGAGE,61363,0
41263,15,700,7.9,HOMEIMPROVEMENT,0.12,Associate,15,female,MORTGAGE,58602,0
41264,7,636,13.88,DEBTCONSOLIDATION,0.25,High School,9,male,MORTGAGE,97054,0
41265,4,651,7.49,EDUCATION,0.27,Master,0,female,MORTGAGE,72830,0
41266,6,556,16.35,MEDICAL,0.06,High School,7,female,MORTGAGE,79325,1
41267,4,702,10.25,DEBTCONSOLIDATION,0.31,Bachelor,0,female,RENT,38399,1
41268,3,698,9.63,MEDICAL,0.22,Bachelor,0,male,OWN,48995,0
41269,5,658,13.11,PERSONAL,0.08,Associate,13,male,RENT,29533,0
41270,8,595,16.49,EDUCATION,0.16,High School,5,male,MORTGAGE,102965,0
41271,8,640,11.86,PERSONAL,0.09,Associate,4,female,RENT,36937,0
41272,6,696,10.38,VENTURE,0.14,Bachelor,4,female,OWN,73117,0
41273,4,600,8.4,VENTURE,0.13,Bachelor,4,male,RENT,48964,0
41274,3,690,14.22,EDUCATION,0.08,Bachelor,2,female,RENT,26635,0
41275,2,641,8.76,MEDICAL,0.25,Master,0,female,RENT,48843,0
41276,11,659,19.03,MEDICAL,0.41,Associate,25,male,OWN,59682,1
41277,4,520,11.01,MEDICAL,0.19,High School,4,male,RENT,86409,1
41278,2,671,16.49,VENTURE,0.3,Bachelor,4,female,RENT,66060,1
41279,5,698,12.84,VENTURE,0.13,Master,11,female,RENT,75190,0
41280,7,670,5.79,PERSONAL,0.08,Bachelor,4,male,MORTGAGE,151065,0
41281,4,643,14.79,MEDICAL,0.1,Bachelor,6,male,RENT,61093,0
41282,16,566,13.57,PERSONAL,0.14,Associate,13,female,RENT,41906,0
41283,5,656,11.14,PERSONAL,0.05,Master,9,male,RENT,204852,0
41284,4,590,11.03,DEBTCONSOLIDATION,0.13,High School,0,male,MORTGAGE,76495,0
41285,26,741,16.02,MEDICAL,0.12,Associate,44,female,RENT,65768,0
41286,4,626,10.98,PERSONAL,0.04,High School,0,female,MORTGAGE,115059,0
41287,5,677,15.96,VENTURE,0.11,Bachelor,5,male,RENT,52715,1
41288,11,603,19.03,MEDICAL,0.19,High School,18,male,RENT,46469,0
41289,5,629,7.9,DEBTCONSOLIDATION,0.14,Master,8,male,MORTGAGE,36986,0
41290,4,654,9.76,MEDICAL,0.21,High School,2,male,RENT,33803,0
41291,4,662,5.42,VENTURE,0.14,Master,2,male,MORTGAGE,87339,0
41292,4,683,14.61,DEBTCONSOLIDATION,0.11,Bachelor,0,female,OWN,43967,0
41293,2,663,5.99,EDUCATION,0.09,Bachelor,2,female,MORTGAGE,58497,0
41294,4,673,5.42,MEDICAL,0.07,High School,1,female,MORTGAGE,58734,0
41295,8,702,12.77,MEDICAL,0.2,Bachelor,10,male,MORTGAGE,76814,0
41296,3,632,12.87,MEDICAL,0.33,Bachelor,0,female,RENT,50833,1
41297,5,662,10.8,HOMEIMPROVEMENT,0.13,Bachelor,0,female,RENT,78586,0
41298,5,678,5.42,DEBTCONSOLIDATION,0.1,Bachelor,3,male,RENT,51438,0
41299,17,675,5.79,VENTURE,0.15,High School,14,male,MORTGAGE,47756,0
41300,4,626,11.01,EDUCATION,0.16,Associate,2,female,RENT,61107,0
41301,8,669,16.02,DEBTCONSOLIDATION,0.15,High School,4,male,RENT,65558,1
41302,8,669,16.77,EDUCATION,0.18,Associate,8,male,MORTGAGE,90969,0
41303,9,698,15.95,DEBTCONSOLIDATION,0.15,Bachelor,9,female,MORTGAGE,43073,1
41304,3,673,5.7,PERSONAL,0.08,Bachelor,0,female,RENT,64497,0
41305,7,675,5.79,VENTURE,0.05,Bachelor,5,female,MORTGAGE,88841,0
41306,8,601,9.33,HOMEIMPROVEMENT,0.04,High School,6,male,MORTGAGE,75370,0
41307,2,604,11.01,VENTURE,0.13,Bachelor,4,male,RENT,66953,0
41308,4,594,7.88,MEDICAL,0.08,Bachelor,0,female,RENT,47965,0
41309,2,621,10.36,PERSONAL,0.13,Master,4,female,MORTGAGE,45664,0
41310,8,613,6.03,MEDICAL,0.04,Associate,6,female,MORTGAGE,103394,0
41311,2,657,8.49,PERSONAL,0.12,Associate,5,male,RENT,56144,0
41312,2,548,17.27,VENTURE,0.1,Master,0,male,RENT,44392,1
41313,10,585,12.99,VENTURE,0.04,High School,4,female,OWN,69981,0
41314,2,561,14.54,MEDICAL,0.11,Associate,2,female,RENT,37040,1
41315,6,618,15.45,DEBTCONSOLIDATION,0.12,High School,8,male,RENT,42019,1
41316,6,679,8.49,EDUCATION,0.14,Bachelor,10,male,MORTGAGE,106212,0
41317,3,628,6.91,EDUCATION,0.24,Bachelor,0,male,MORTGAGE,83435,0
41318,2,656,12.61,PERSONAL,0.17,Bachelor,0,male,RENT,44325,1
41319,10,695,6.91,HOMEIMPROVEMENT,0.12,Associate,10,female,MORTGAGE,193036,0
41320,2,568,10.08,MEDICAL,0.55,Master,1,female,MORTGAGE,45514,0
41321,3,658,7.29,VENTURE,0.22,Bachelor,1,female,MORTGAGE,44865,0
41322,4,603,8.59,EDUCATION,0.1,High School,3,male,RENT,59031,0
41323,5,684,13.48,VENTURE,0.16,Associate,9,female,MORTGAGE,114717,0
41324,3,701,6.69,EDUCATION,0.15,Bachelor,0,male,RENT,81247,0
41325,3,630,16.29,DEBTCONSOLIDATION,0.21,Master,0,male,RENT,57257,1
41326,4,649,10.96,EDUCATION,0.18,Associate,2,male,OWN,15288,1
41327,8,593,11.01,PERSONAL,0.05,Bachelor,8,male,RENT,54909,0
41328,3,604,5.99,EDUCATION,0.15,Bachelor,0,male,RENT,52538,0
41329,11,683,13.92,HOMEIMPROVEMENT,0.19,Associate,17,male,OWN,114866,0
41330,4,640,11.22,MEDICAL,0.37,Master,7,male,MORTGAGE,41827,1
41331,3,654,12.69,HOMEIMPROVEMENT,0.05,Master,1,female,OWN,94719,0
41332,4,666,9.25,PERSONAL,0.24,High School,0,male,RENT,92974,0
41333,6,645,11.36,PERSONAL,0.15,Master,8,female,RENT,68638,0
41334,6,633,11.01,VENTURE,0.06,Bachelor,11,male,MORTGAGE,120539,0
41335,3,673,11.58,EDUCATION,0.11,Master,2,male,OTHER,45128,0
41336,3,683,10.96,EDUCATION,0.11,Master,1,female,MORTGAGE,99230,0
41337,3,624,19.03,VENTURE,0.04,Associate,2,male,MORTGAGE,96869,0
41338,3,692,7.37,VENTURE,0.07,High School,1,male,RENT,53945,0
41339,8,572,8.94,VENTURE,0.29,Associate,10,female,MORTGAGE,36581,0
41340,4,704,11.51,VENTURE,0.16,Bachelor,1,male,MORTGAGE,60817,0
41341,5,615,6.04,DEBTCONSOLIDATION,0.14,Associate,6,female,MORTGAGE,66204,0
41342,4,718,5.71,VENTURE,0.22,Master,0,male,MORTGAGE,37200,0
41343,7,615,15.96,DEBTCONSOLIDATION,0.1,High School,6,female,RENT,58416,0
41344,9,693,11.01,EDUCATION,0.11,Master,15,female,MORTGAGE,47143,0
41345,9,641,11.39,DEBTCONSOLIDATION,0.1,Associate,6,male,RENT,68565,1
41346,3,591,9.01,EDUCATION,0.05,High School,1,male,MORTGAGE,156867,0
41347,3,687,13.49,DEBTCONSOLIDATION,0.02,High School,0,male,RENT,149018,0
41348,3,595,14.84,DEBTCONSOLIDATION,0.16,Bachelor,2,male,MORTGAGE,44476,1
41349,3,614,7.35,PERSONAL,0.08,Master,2,male,RENT,144889,0
41350,4,660,7.29,MEDICAL,0.02,Bachelor,4,male,RENT,40990,0
41351,17,657,13.92,HOMEIMPROVEMENT,0.09,Associate,15,male,MORTGAGE,109086,0
41352,3,656,14.3,PERSONAL,0.21,Associate,1,female,RENT,38470,1
41353,17,593,10.99,EDUCATION,0.09,Bachelor,17,male,MORTGAGE,69639,0
41354,3,626,11.8,MEDICAL,0.04,Associate,2,male,RENT,39858,1
41355,8,587,10.25,VENTURE,0.14,Associate,9,male,RENT,92345,0
41356,7,556,8.57,DEBTCONSOLIDATION,0.02,Master,5,male,MORTGAGE,135583,0
41357,3,633,15.32,MEDICAL,0.32,High School,7,male,MORTGAGE,46663,0
41358,17,704,8.9,DEBTCONSOLIDATION,0.28,Associate,12,male,MORTGAGE,43382,0
41359,4,667,10.59,PERSONAL,0.11,High School,1,female,RENT,87615,0
41360,10,631,11.01,MEDICAL,0.04,Master,5,male,MORTGAGE,77827,0
41361,3,637,11.01,HOMEIMPROVEMENT,0.18,High School,0,male,RENT,36054,1
41362,2,682,5.79,DEBTCONSOLIDATION,0.03,Master,5,female,MORTGAGE,85980,0
41363,11,674,10.99,MEDICAL,0.07,Bachelor,14,female,RENT,30296,0
41364,2,610,10.99,VENTURE,0.37,Associate,3,male,RENT,57546,1
41365,5,641,7.04,PERSONAL,0.1,High School,2,male,RENT,78748,0
41366,5,694,9.81,VENTURE,0.07,Bachelor,2,female,RENT,90941,0
41367,2,688,10.77,PERSONAL,0.27,High School,4,male,OWN,27276,0
41368,2,631,7.88,DEBTCONSOLIDATION,0.21,Bachelor,2,female,MORTGAGE,51540,0
41369,6,547,17.27,PERSONAL,0.2,Bachelor,8,male,RENT,78849,0
41370,2,525,13.22,EDUCATION,0.11,High School,2,male,MORTGAGE,85215,0
41371,2,598,8,EDUCATION,0.03,Associate,5,male,MORTGAGE,37017,0
41372,7,615,7.51,VENTURE,0.14,High School,12,female,RENT,135311,0
41373,5,563,12.05,VENTURE,0.09,Bachelor,2,male,MORTGAGE,229495,0
41374,8,574,13.55,EDUCATION,0.37,Associate,5,male,MORTGAGE,68048,1
41375,2,625,15.33,MEDICAL,0.33,High School,1,female,RENT,75240,1
41376,5,554,12.73,PERSONAL,0.33,Master,10,male,MORTGAGE,55807,0
41377,3,598,11.71,PERSONAL,0.32,Associate,0,male,RENT,29861,1
41378,2,642,7.88,DEBTCONSOLIDATION,0.17,Associate,6,female,RENT,49731,0
41379,3,642,11.43,PERSONAL,0.12,Associate,1,male,RENT,41595,1
41380,7,588,10.99,PERSONAL,0.14,Bachelor,4,female,MORTGAGE,125588,0
41381,7,675,7.88,EDUCATION,0.02,Associate,13,female,OWN,169083,0
41382,4,704,10.04,PERSONAL,0.28,Bachelor,0,female,OWN,85367,0
41383,15,610,10.34,EDUCATION,0.06,High School,9,female,MORTGAGE,180811,0
41384,5,693,12.53,EDUCATION,0.08,Bachelor,12,female,RENT,36263,0
41385,6,674,10.99,EDUCATION,0.27,Master,8,male,RENT,65537,1
41386,8,712,12.53,DEBTCONSOLIDATION,0.3,Master,6,female,MORTGAGE,73071,0
41387,2,594,12.84,EDUCATION,0.27,Associate,3,female,RENT,67108,1
41388,10,647,6.99,VENTURE,0.05,Master,10,male,MORTGAGE,63265,0
41389,2,682,11.49,MEDICAL,0.03,Bachelor,1,male,RENT,29563,0
41390,9,556,11.86,VENTURE,0.08,Associate,12,male,MORTGAGE,181007,0
41391,8,673,7.9,EDUCATION,0.24,Master,5,male,MORTGAGE,143442,0
41392,14,610,7.91,HOMEIMPROVEMENT,0.07,High School,11,male,MORTGAGE,77180,0
41393,10,663,14.74,EDUCATION,0.22,Associate,8,female,MORTGAGE,90973,0
41394,4,622,11.01,HOMEIMPROVEMENT,0.11,Bachelor,1,male,MORTGAGE,67140,1
41395,4,522,14.83,PERSONAL,0.23,High School,0,male,MORTGAGE,106482,1
41396,5,501,12.07,HOMEIMPROVEMENT,0.28,Associate,6,female,OWN,26266,0
41397,9,685,20,EDUCATION,0.34,Associate,6,female,OWN,33501,1
41398,6,660,16.38,MEDICAL,0.17,Associate,2,male,MORTGAGE,85833,1
41399,4,697,9.45,EDUCATION,0.2,Bachelor,3,male,RENT,76298,0
41400,17,644,6.54,VENTURE,0.11,Master,18,female,MORTGAGE,35754,0
