ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_percent_income,person_emp_exp,person_gender,person_income,loan_status,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT
39355,16,673,10.99,0.2,22,1,117832,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39356,9,662,8.1,0.07,5,1,56268,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
39357,5,590,11.01,0.15,6,1,55427,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
39358,8,707,9.31,0.06,10,1,216927,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39359,4,654,12.68,0.24,5,0,27200,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39360,7,671,12.42,0.31,9,1,32082,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
39361,8,523,11.86,0.04,7,0,120571,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39362,2,601,14.11,0.15,4,0,65804,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
39363,6,656,9.57,0.08,1,1,98598,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
39364,3,614,14.8,0.1,1,1,24782,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
39365,3,590,14.02,0.04,3,1,45409,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39366,2,615,18.3,0.13,0,1,178439,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39367,5,641,12.53,0.09,3,1,85192,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39368,8,647,14.63,0.09,3,1,54912,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39369,3,621,10.65,0.16,3,0,72823,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
39370,8,611,9.99,0.19,3,1,99841,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39371,8,612,12.08,0.15,6,1,66836,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39372,3,647,11.37,0.16,0,0,45293,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
39373,3,478,7.29,0.13,1,0,104761,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39374,2,615,7.9,0.33,0,1,18916,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
39375,10,614,12.18,0.16,4,0,72916,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39376,7,733,13.61,0.11,11,1,131650,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
39377,15,674,13.49,0.07,20,0,52795,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
39378,3,621,10.99,0.25,2,1,62458,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39379,2,630,9.91,0.1,0,1,23925,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
39380,2,567,11.01,0.12,0,0,101699,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39381,8,586,7.49,0.32,6,1,62000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
39382,2,661,9.96,0.26,0,1,27324,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
39383,7,713,12.69,0.2,10,1,121795,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39384,6,492,11.01,0.06,6,0,101675,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39385,10,583,10.42,0.08,19,1,128038,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
39386,3,669,12.69,0.19,3,1,43036,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
39387,12,666,13.49,0.08,14,1,130851,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
39388,7,703,14.96,0.08,6,0,304778,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39389,2,630,12.18,0.28,1,0,90001,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
39390,6,593,8.61,0.1,6,1,99466,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
39391,2,653,11.01,0.12,2,0,241167,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39392,5,619,8.44,0.02,4,1,83148,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
39393,4,515,8.59,0.2,0,0,48850,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39394,2,616,11.53,0.17,4,1,72757,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39395,5,603,5.42,0.06,6,1,101732,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
39396,4,684,8.9,0.14,1,1,146309,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39397,3,659,9.91,0.19,0,1,43180,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
39398,6,555,11.02,0.16,6,1,62693,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
39399,4,665,8.28,0.02,5,1,65392,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39400,4,626,7.88,0.12,2,0,121171,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39401,9,608,7.9,0.08,10,1,90171,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
39402,4,581,7.51,0.03,0,0,38089,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39403,4,573,10.89,0.27,2,0,73039,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39404,9,563,11.01,0.07,5,0,60889,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
39405,3,661,8.49,0.36,3,1,66845,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39406,4,687,7.49,0.2,0,0,73251,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39407,5,631,11.74,0.07,0,0,44156,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39408,4,598,6.77,0.16,3,0,49987,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
39409,4,571,19.03,0.17,1,0,23747,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39410,9,616,11.83,0.02,15,0,47363,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39411,8,560,15.73,0.05,6,1,145170,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39412,9,682,12.15,0.05,3,0,41635,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39413,14,540,11.14,0.21,13,0,84942,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
39414,3,547,11.58,0.25,5,0,20249,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
39415,2,644,14.84,0.28,1,1,42266,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39416,3,722,11.11,0.23,0,0,84827,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39417,5,627,12.18,0.26,3,1,77142,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39418,8,705,9.45,0.14,7,0,73014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
39419,9,611,12,0.15,2,0,96804,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
39420,3,557,9.99,0.05,2,1,49064,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39421,2,644,10.37,0.22,4,1,53501,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39422,4,677,13.24,0.32,0,1,63152,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39423,7,702,10.75,0.17,8,1,151214,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39424,3,641,11.34,0.15,0,0,101979,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39425,14,706,7.25,0.12,14,1,73803,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39426,4,675,14.11,0.18,0,1,23597,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39427,4,692,13.48,0.15,0,0,78690,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
39428,3,676,7.14,0.05,0,1,72817,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39429,2,594,11.49,0.21,1,1,38272,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39430,2,666,11.89,0.08,1,1,38067,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39431,2,643,10.65,0.14,2,1,256862,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
39432,4,598,10.65,0.1,3,0,115120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39433,12,647,14.91,0.24,15,0,100546,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39434,6,662,9.01,0.28,5,0,45434,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
39435,16,541,6.54,0.17,17,1,72097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39436,7,684,19.47,0.1,7,1,73021,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
39437,4,623,14.74,0.16,0,0,85497,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39438,5,594,11.85,0.11,0,1,91435,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
39439,4,643,6.62,0.05,2,0,94545,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
39440,5,576,14.9,0.04,1,1,181130,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39441,3,665,6.92,0.14,0,0,35794,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
39442,13,581,6.03,0.07,28,1,115237,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39443,2,633,11.71,0.27,2,0,93239,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
39444,4,657,11.89,0.04,1,1,72890,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39445,3,666,11.11,0.14,0,0,48556,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39446,14,491,10.36,0.09,11,0,79079,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39447,3,676,7.29,0.12,0,1,96863,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
39448,3,661,13.16,0.16,2,0,70461,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39449,4,634,6.93,0.24,1,0,36941,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
39450,17,545,12.18,0.24,16,0,36911,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39451,2,687,11.83,0.19,2,1,78529,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39452,7,665,9.32,0.27,4,1,36895,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39453,3,605,14.59,0.08,1,1,44234,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
39454,11,651,14.35,0.09,26,1,79125,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
39455,2,618,11.71,0.12,0,1,85081,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39456,21,764,13.79,0.2,38,1,59707,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
39457,5,709,8.88,0.11,5,0,44370,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39458,7,625,7.14,0.04,9,0,94885,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
39459,5,657,12.94,0.24,8,0,57185,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39460,2,610,11.71,0.31,2,1,37163,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
39461,5,566,17.56,0.02,4,0,58934,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39462,28,692,12.73,0.29,44,1,83162,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39463,7,573,14.5,0.14,5,1,115676,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
39464,5,588,10.75,0.11,7,0,44171,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
39465,4,718,15.33,0.23,5,1,78750,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39466,8,681,10.59,0.16,10,1,62185,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39467,2,661,8.94,0.09,0,1,158215,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39468,4,688,9.88,0.04,2,0,145063,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39469,2,714,5.79,0.1,0,0,48880,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39470,4,558,10.26,0.14,3,0,67050,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39471,13,676,10.65,0.13,22,1,42992,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
39472,4,507,6.62,0.07,0,0,57178,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39473,4,653,7.51,0.23,2,1,34715,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39474,10,633,5.99,0.03,13,1,55241,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39475,3,700,11.46,0.26,3,0,23968,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39476,4,637,12.7,0.16,0,1,70789,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
39477,5,636,6.99,0.07,0,0,67059,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39478,3,667,16.32,0.33,2,1,53767,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
39479,3,645,15.23,0.05,0,1,33481,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
39480,2,607,14.59,0.04,1,1,59753,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39481,5,479,10.38,0.23,9,1,87318,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
39482,11,695,10.32,0.13,23,0,76782,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39483,5,653,6.54,0.24,12,0,84846,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39484,4,645,14.92,0.23,4,0,65701,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
39485,3,458,12.37,0.25,4,0,100544,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39486,4,660,15.58,0.02,0,1,51376,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
39487,4,506,10.65,0.2,5,0,87159,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
39488,4,627,10.59,0.17,1,1,34544,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
39489,8,573,5.89,0.03,12,0,124412,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39490,10,652,7.36,0.15,5,0,65786,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
39491,4,651,7.52,0.05,1,1,97140,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
39492,5,580,13.11,0.11,7,0,69525,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39493,14,660,11.49,0.1,17,0,96837,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
39494,4,697,11.01,0.12,3,1,60755,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39495,2,630,12.69,0.13,3,1,163011,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39496,3,661,11.71,0.12,1,0,60718,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39497,4,631,7.45,0.2,3,1,49196,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39498,7,675,11.99,0.07,6,1,108989,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39499,3,645,8.9,0.07,0,0,92305,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39500,7,620,14.65,0.24,3,0,102080,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
39501,5,621,7.36,0.55,0,0,40310,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39502,4,609,11.34,0.07,3,1,63381,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39503,23,732,12.42,0.15,26,1,29562,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39504,3,482,8.33,0.19,1,1,52460,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39505,7,724,16.09,0.1,8,0,34512,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
39506,3,655,10.78,0.15,4,1,72891,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
39507,3,643,7.29,0.25,2,1,42790,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39508,3,666,7.88,0.29,0,1,26031,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
39509,7,700,13.34,0.14,3,0,58837,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39510,3,645,5.85,0.09,5,0,33119,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39511,16,654,12.99,0.43,17,0,49035,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
39512,5,570,11.01,0.07,7,1,40397,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
39513,4,610,11.47,0.24,0,1,104172,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
39514,8,678,8.07,0.12,5,0,76621,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
39515,4,621,11.06,0.17,1,0,116031,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39516,3,671,10.59,0.04,4,1,43040,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39517,4,659,12.43,0.3,4,1,67097,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
39518,6,691,12.75,0.36,3,1,69873,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
39519,9,657,8.59,0.07,11,1,147351,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
39520,4,597,17.1,0.24,3,0,37002,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
39521,5,610,13.98,0.09,5,1,78935,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
39522,6,635,15.21,0.32,6,1,37129,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39523,8,621,16.29,0.23,8,0,70493,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39524,4,596,8.93,0.07,0,1,93483,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
39525,6,583,12.53,0.16,7,0,48601,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
39526,3,572,10.59,0.16,1,0,109240,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
39527,8,635,6.99,0.16,12,1,86096,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39528,6,682,6.03,0.07,6,1,66839,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
39529,4,662,10.71,0.08,3,1,96728,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39530,17,684,7.66,0.07,22,1,211336,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
39531,4,675,13.61,0.07,3,0,145120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
39532,2,629,7.51,0.04,0,1,60632,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39533,3,608,14.84,0.22,3,1,55596,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39534,3,661,6.91,0.13,3,1,83128,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
39535,9,651,11.01,0.24,7,0,24775,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39536,3,657,6.7,0.04,0,1,85063,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39537,4,649,11.01,0.09,0,1,54840,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
39538,6,655,8.85,0.02,2,0,139195,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
39539,3,659,10.75,0.05,5,0,97857,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39540,4,689,12.55,0.16,5,0,26888,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
39541,3,649,13.02,0.06,2,0,79155,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
39542,4,610,11.01,0.28,6,0,71856,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39543,4,521,10.18,0.14,6,0,73027,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
39544,7,654,7.34,0.22,1,1,27163,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
39545,4,536,8.9,0.08,5,1,67156,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39546,5,639,11.01,0.13,6,0,24962,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39547,3,637,6.17,0.26,1,1,23664,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39548,7,554,11.74,0.21,2,0,56651,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39549,5,670,15.12,0.24,6,1,83677,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39550,2,648,7.88,0.22,3,1,66768,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
39551,10,603,15.31,0.08,6,0,59818,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
39552,3,700,10.37,0.12,2,1,50241,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
39553,10,613,11.35,0.12,10,1,80158,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
39554,4,683,11.71,0.06,1,1,126971,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39555,2,670,12.76,0.05,0,1,48660,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
39556,4,637,10.37,0.11,3,1,87567,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39557,2,629,17.72,0.33,0,0,71677,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39558,5,655,12.68,0.17,5,0,67914,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
39559,4,647,12.66,0.32,0,1,75369,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39560,3,529,12.87,0.08,0,0,121225,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39561,7,625,13.34,0.13,3,0,77873,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39562,3,575,10.99,0.03,4,0,157310,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39563,8,623,7.88,0.15,5,1,33146,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39564,6,618,11.16,0.05,4,1,47044,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
39565,3,669,11.88,0.22,0,1,101871,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39566,3,660,10.09,0.14,3,0,48891,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39567,9,673,14.42,0.02,9,1,66046,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39568,4,629,11.01,0.19,7,1,70493,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39569,7,667,9.91,0.1,6,1,35793,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39570,9,636,9.63,0.11,5,0,90871,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39571,6,681,7.66,0.16,9,1,49071,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
39572,7,639,6.76,0.06,8,0,58222,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39573,6,536,9.91,0.01,2,0,278808,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39574,3,689,12.61,0.2,4,1,70717,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39575,3,659,7.49,0.06,0,1,20042,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39576,7,674,7.9,0.24,6,0,142963,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
39577,5,600,7.18,0.04,11,1,59682,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39578,4,684,13.02,0.07,6,0,96864,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
39579,9,665,16.95,0.09,14,0,53919,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39580,2,578,6.65,0.07,0,0,144853,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
39581,4,631,12.84,0.03,3,1,29743,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39582,14,673,18.07,0.08,18,1,48702,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
39583,5,587,11.12,0.45,4,0,10649,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
39584,2,608,11.86,0.29,1,1,85123,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39585,4,559,7.9,0.21,3,1,144985,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39586,4,652,10.99,0.15,3,0,78655,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39587,12,721,14.14,0.34,10,1,58612,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
39588,5,641,7.14,0.09,2,1,108925,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39589,7,623,10.61,0.19,7,0,108852,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
39590,3,462,5.42,0.09,0,1,22735,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39591,4,609,9.68,0.21,1,0,28741,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39592,8,602,14.8,0.08,10,0,54313,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39593,9,580,9.28,0.21,13,1,47243,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
39594,10,595,9.91,0.13,5,1,91109,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39595,2,617,8.49,0.28,0,1,63397,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
39596,7,650,15.62,0.15,9,1,30135,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
39597,3,592,8.47,0.03,5,1,101599,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39598,5,622,11.01,0.05,2,0,205139,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39599,3,526,11.71,0.13,2,0,101100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39600,15,626,15.21,0.15,19,1,58822,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
39601,3,661,13.85,0.19,1,1,97068,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
39602,9,632,11.01,0.14,7,0,94732,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
39603,10,676,10.99,0.22,5,0,31187,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39604,4,681,14.83,0.24,1,0,49314,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
39605,9,570,9.51,0.05,6,0,132891,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39606,12,677,6.88,0.1,10,0,48051,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39607,4,604,14.35,0.06,7,1,52649,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
39608,15,691,13.21,0.35,14,0,28420,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
